status,ticket_id,priority,source,topic,agent_group,agent_name,created_time,expected_sla_to_resolve,expected_sla_to_first response,first_response_time,sla_for_first response,resolution_time,sla_for_resolution,close_time,agent_interactions,survey_results,product_group,support_level,country,latitude,longitude
Resolved,TCKT-188065,Low,Portal,Network Issue,IT Support,Agent 44,05-05-2024 16:24,05-05-2024 20:24,05-05-2024 17:24,05-05-2024 17:15,Met,05-05-2024 20:13,Met,05-05-2024 20:13,4,Satisfied,Software,L3,Saudi Arabia,22.6405,55.6528
Resolved,TCKT-188075,Medium,Phone,Software Bug,IT Support,Agent 29,08-08-2024 17:22,08-08-2024 20:22,08-08-2024 18:07,08-08-2024 18:00,Met,08-08-2024 20:03,Met,08-08-2024 20:06,5,Satisfied,Software,L2,UAE,22.2011,51.128
Closed,TCKT-188080,Low,Portal,Hardware Failure,IT Support,Agent 10,06-08-2024 04:00,06-08-2024 08:00,06-08-2024 05:00,06-08-2024 04:51,Met,06-08-2024 07:49,Met,06-08-2024 07:54,1,Dissatisfied,Software,L1,Oman,24.1639,52.1783
New,TCKT-188093,Low,Portal,Network Issue,IT Support,Agent 28,04-07-2024 02:28,04-07-2024 06:28,04-07-2024 03:28,04-07-2024 03:25,Met,04-07-2024 06:21,Met,04-07-2024 06:26,2,Very Satisfied,Network,L3,Bahrain,22.2878,51.3229
Resolved,TCKT-188097,Low,Phone,Software Bug,IT Support,Agent 40,04-06-2024 23:44,05-06-2024 03:44,05-06-2024 00:44,05-06-2024 00:39,Met,05-06-2024 03:32,Met,05-06-2024 03:32,2,Very Satisfied,Hardware,L1,Qatar,25.6724,52.6076
Closed,TCKT-188104,Medium,Portal,Network Issue,IT Support,Agent 26,02-04-2024 20:16,02-04-2024 23:16,02-04-2024 21:01,02-04-2024 20:59,Met,02-04-2024 23:02,Met,02-04-2024 23:05,1,Neutral,Hardware,L3,Qatar,23.1663,55.493
In Progress,TCKT-188106,Low,Phone,General Inquiry,IT Support,Agent 52,04-05-2024 15:04,04-05-2024 19:04,04-05-2024 16:04,04-05-2024 16:04,Met,04-05-2024 19:03,Met,04-05-2024 19:04,4,Satisfied,Cloud,L1,Qatar,25.8908,53.3796
Resolved,TCKT-188124,Medium,Portal,Network Issue,IT Support,Agent 41,25-06-2024 06:14,25-06-2024 09:14,25-06-2024 06:59,25-06-2024 06:53,Met,25-06-2024 09:00,Met,25-06-2024 09:03,3,Very Dissatisfied,Software,L1,Oman,25.711,52.6329
Open,TCKT-188126,Medium,Portal,Software Bug,IT Support,Agent 80,13-05-2024 09:38,13-05-2024 12:38,13-05-2024 10:23,13-05-2024 10:18,Met,13-05-2024 12:30,Met,13-05-2024 12:33,2,Satisfied,Hardware,L3,Bahrain,23.1418,55.0833
Closed,TCKT-188131,Medium,Email,Software Bug,IT Support,Agent 74,13-06-2024 04:29,13-06-2024 07:29,13-06-2024 05:14,13-06-2024 05:10,Met,13-06-2024 07:29,Breached,13-06-2024 07:31,2,Neutral,Cloud,L1,Kuwait,25.9269,53.3585
Open,TCKT-188133,Low,Portal,Access Request,IT Support,Agent 44,12-04-2024 06:57,12-04-2024 10:57,12-04-2024 07:57,12-04-2024 07:48,Met,12-04-2024 10:40,Met,12-04-2024 10:43,5,Satisfied,Hardware,L2,Kuwait,23.4982,52.756
In Progress,TCKT-188144,Medium,Portal,Access Request,IT Support,Agent 1,12-07-2024 01:49,12-07-2024 04:49,12-07-2024 02:34,12-07-2024 02:30,Met,12-07-2024 04:47,Met,12-07-2024 04:47,5,Neutral,Hardware,L1,UAE,25.3627,53.9163
New,TCKT-188145,Medium,Chat,Access Request,IT Support,Agent 41,15-05-2024 00:39,15-05-2024 03:39,15-05-2024 01:24,15-05-2024 01:21,Met,15-05-2024 03:21,Met,15-05-2024 03:23,5,Satisfied,Network,L3,Qatar,25.5869,52.5168
Open,TCKT-188147,Low,Email,Hardware Failure,IT Support,Agent 75,19-04-2024 12:50,19-04-2024 16:50,19-04-2024 13:50,19-04-2024 13:46,Met,19-04-2024 16:36,Met,19-04-2024 16:37,4,Satisfied,Hardware,L2,UAE,22.4471,52.2837
Open,TCKT-188151,Low,Chat,Software Bug,IT Support,Agent 67,18-05-2024 12:30,18-05-2024 16:30,18-05-2024 13:30,18-05-2024 13:25,Met,18-05-2024 16:29,Met,18-05-2024 16:34,2,Very Dissatisfied,Network,L1,Oman,25.3859,55.0147
Resolved,TCKT-188159,Medium,Portal,General Inquiry,IT Support,Agent 54,04-07-2024 05:54,04-07-2024 08:54,04-07-2024 06:39,04-07-2024 06:35,Met,04-07-2024 08:36,Met,04-07-2024 08:39,2,Neutral,Software,L1,Qatar,24.4471,50.4734
New,TCKT-188193,Medium,Email,Network Issue,IT Support,Agent 56,01-04-2024 05:05,01-04-2024 08:05,01-04-2024 05:50,01-04-2024 05:48,Met,01-04-2024 07:50,Met,01-04-2024 07:51,3,Satisfied,Network,L2,UAE,23.3462,55.409
New,TCKT-188195,Low,Chat,Hardware Failure,IT Support,Agent 55,26-04-2024 04:36,26-04-2024 08:36,26-04-2024 05:36,26-04-2024 05:28,Met,26-04-2024 08:25,Met,26-04-2024 08:28,4,Neutral,Network,L1,Saudi Arabia,23.4957,50.9005
New,TCKT-188209,Low,Portal,Software Bug,IT Support,Agent 43,04-04-2024 13:25,04-04-2024 17:25,04-04-2024 14:25,04-04-2024 14:15,Met,04-04-2024 17:05,Met,04-04-2024 17:06,2,Dissatisfied,Software,L2,Saudi Arabia,25.7594,53.1
Resolved,TCKT-188219,Low,Portal,Software Bug,IT Support,Agent 31,03-08-2024 02:50,03-08-2024 06:50,03-08-2024 03:50,03-08-2024 03:49,Met,03-08-2024 06:44,Met,03-08-2024 06:47,5,Neutral,Cloud,L1,UAE,22.8996,54.3176
Closed,TCKT-188226,Low,Email,Software Bug,IT Support,Agent 35,23-07-2024 06:45,23-07-2024 10:45,23-07-2024 07:45,23-07-2024 07:41,Met,23-07-2024 10:42,Met,23-07-2024 10:42,4,Dissatisfied,Software,L3,Oman,22.7581,51.8941
Open,TCKT-188227,Medium,Portal,Network Issue,IT Support,Agent 33,27-06-2024 12:08,27-06-2024 15:08,27-06-2024 12:53,27-06-2024 12:48,Met,27-06-2024 15:01,Met,27-06-2024 15:03,4,Neutral,Network,L3,Oman,24.8282,54.8292
New,TCKT-188249,Low,Email,General Inquiry,IT Support,Agent 9,15-06-2024 10:49,15-06-2024 14:49,15-06-2024 11:49,15-06-2024 11:46,Met,15-06-2024 14:47,Met,15-06-2024 14:51,5,Satisfied,Hardware,L1,Saudi Arabia,25.6146,50.2257
Resolved,TCKT-188271,Low,Portal,Hardware Failure,IT Support,Agent 67,27-05-2024 00:05,27-05-2024 04:05,27-05-2024 01:05,27-05-2024 01:01,Met,27-05-2024 03:52,Met,27-05-2024 03:53,1,Very Satisfied,Software,L1,Kuwait,22.0449,53.5414
Open,TCKT-188272,Medium,Portal,Hardware Failure,IT Support,Agent 65,04-08-2024 15:31,04-08-2024 18:31,04-08-2024 16:16,04-08-2024 16:06,Met,04-08-2024 20:00,Breached,04-08-2024 18:34,3,Dissatisfied,Software,L1,Oman,22.8408,52.5593
Resolved,TCKT-188289,Low,Email,Hardware Failure,IT Support,Agent 29,21-06-2024 05:19,21-06-2024 09:19,21-06-2024 06:19,21-06-2024 06:19,Met,21-06-2024 09:01,Met,21-06-2024 09:04,2,Satisfied,Software,L1,Bahrain,24.6897,50.5586
Closed,TCKT-188298,Medium,Chat,Software Bug,IT Support,Agent 61,29-06-2024 03:38,29-06-2024 06:38,29-06-2024 04:23,29-06-2024 04:17,Met,29-06-2024 07:55,Breached,29-06-2024 06:25,4,Neutral,Cloud,L1,Oman,24.3018,50.6004
New,TCKT-188305,Low,Chat,Hardware Failure,IT Support,Agent 80,03-08-2024 04:23,03-08-2024 08:23,03-08-2024 05:23,03-08-2024 05:18,Met,03-08-2024 08:04,Met,03-08-2024 08:06,1,Very Dissatisfied,Cloud,L2,Kuwait,23.9603,51.8005
Closed,TCKT-188314,Medium,Portal,General Inquiry,IT Support,Agent 3,04-05-2024 06:10,04-05-2024 09:10,04-05-2024 06:55,04-05-2024 06:51,Met,04-05-2024 08:50,Met,04-05-2024 08:53,2,Satisfied,Cloud,L3,Kuwait,25.0238,54.3054
In Progress,TCKT-188335,Medium,Chat,Network Issue,IT Support,Agent 45,13-06-2024 15:26,13-06-2024 18:26,13-06-2024 16:11,13-06-2024 16:02,Met,13-06-2024 18:24,Met,13-06-2024 18:29,2,Very Satisfied,Hardware,L3,UAE,25.3267,53.7639
Closed,TCKT-188342,Medium,Email,Network Issue,IT Support,Agent 47,15-06-2024 21:16,16-06-2024 00:16,15-06-2024 22:01,15-06-2024 22:00,Met,16-06-2024 00:05,Met,16-06-2024 00:09,3,Dissatisfied,Cloud,L2,Saudi Arabia,25.096,51.4113
Open,TCKT-188350,Medium,Chat,Hardware Failure,IT Support,Agent 60,24-05-2024 11:17,24-05-2024 14:17,24-05-2024 12:02,24-05-2024 11:57,Met,24-05-2024 14:04,Met,24-05-2024 14:05,1,Very Dissatisfied,Cloud,L1,Bahrain,24.9064,52.3911
New,TCKT-188369,Low,Email,Network Issue,IT Support,Agent 22,17-04-2024 10:19,17-04-2024 14:19,17-04-2024 11:19,17-04-2024 11:18,Met,17-04-2024 14:08,Met,17-04-2024 14:08,5,Very Satisfied,Network,L1,Bahrain,25.6802,53.4842
New,TCKT-188374,Low,Portal,Network Issue,IT Support,Agent 22,12-05-2024 17:13,12-05-2024 21:13,12-05-2024 18:13,12-05-2024 18:10,Met,12-05-2024 20:58,Met,12-05-2024 21:00,4,Dissatisfied,Cloud,L3,UAE,24.7685,51.9314
Open,TCKT-188409,Medium,Phone,General Inquiry,IT Support,Agent 13,29-06-2024 19:32,29-06-2024 22:32,29-06-2024 20:17,29-06-2024 20:09,Met,29-06-2024 22:30,Met,29-06-2024 22:30,4,Dissatisfied,Software,L1,Qatar,22.6295,50.2632
Open,TCKT-188427,Low,Email,Software Bug,IT Support,Agent 67,04-05-2024 19:19,04-05-2024 23:19,04-05-2024 20:19,04-05-2024 20:15,Met,04-05-2024 23:13,Met,04-05-2024 23:16,5,Dissatisfied,Cloud,L1,Bahrain,25.0954,54.6904
New,TCKT-188439,Low,Chat,General Inquiry,IT Support,Agent 13,08-08-2024 12:58,08-08-2024 16:58,08-08-2024 13:58,08-08-2024 13:56,Met,08-08-2024 16:46,Met,08-08-2024 16:51,4,Very Dissatisfied,Cloud,L2,Bahrain,23.4265,53.8629
Closed,TCKT-188442,Medium,Chat,Network Issue,IT Support,Agent 34,08-06-2024 22:23,09-06-2024 01:23,08-06-2024 23:08,08-06-2024 23:06,Met,09-06-2024 02:48,Breached,09-06-2024 01:22,3,Satisfied,Cloud,L2,UAE,24.6266,55.3755
In Progress,TCKT-188450,Medium,Portal,General Inquiry,IT Support,Agent 79,28-04-2024 13:21,28-04-2024 16:21,28-04-2024 14:06,28-04-2024 14:06,Met,28-04-2024 16:09,Met,28-04-2024 16:11,5,Very Satisfied,Software,L2,Qatar,23.7099,54.0784
Resolved,TCKT-188466,Medium,Email,Network Issue,IT Support,Agent 62,29-04-2024 08:41,29-04-2024 11:41,29-04-2024 09:26,29-04-2024 09:21,Met,29-04-2024 12:56,Breached,29-04-2024 11:27,1,Very Satisfied,Hardware,L1,Qatar,24.1006,50.701
Resolved,TCKT-188473,Low,Phone,Access Request,IT Support,Agent 69,16-05-2024 23:17,17-05-2024 03:17,17-05-2024 00:17,17-05-2024 00:13,Met,17-05-2024 03:12,Met,17-05-2024 03:16,4,Neutral,Network,L2,Qatar,24.0775,51.1924
In Progress,TCKT-188477,Medium,Email,Access Request,IT Support,Agent 41,20-05-2024 17:21,20-05-2024 20:21,20-05-2024 18:06,20-05-2024 18:04,Met,20-05-2024 21:41,Breached,20-05-2024 20:15,1,Very Dissatisfied,Cloud,L3,Saudi Arabia,23.6867,55.6182
In Progress,TCKT-188479,Low,Portal,Software Bug,IT Support,Agent 58,04-06-2024 09:54,04-06-2024 13:54,04-06-2024 10:54,04-06-2024 10:54,Met,04-06-2024 13:48,Met,04-06-2024 13:51,4,Dissatisfied,Hardware,L1,Qatar,25.8133,51.4703
Closed,TCKT-188480,Medium,Portal,Hardware Failure,IT Support,Agent 33,02-04-2024 05:27,02-04-2024 08:27,02-04-2024 06:12,02-04-2024 06:10,Met,02-04-2024 08:12,Met,02-04-2024 08:16,5,Dissatisfied,Hardware,L2,Oman,22.6955,54.0179
New,TCKT-188482,Medium,Portal,Software Bug,IT Support,Agent 59,10-07-2024 22:28,11-07-2024 01:28,10-07-2024 23:13,10-07-2024 23:08,Met,11-07-2024 01:28,Breached,11-07-2024 01:31,4,Neutral,Network,L2,Kuwait,25.8496,55.8509
Closed,TCKT-188483,Medium,Portal,General Inquiry,IT Support,Agent 38,16-05-2024 22:21,17-05-2024 01:21,16-05-2024 23:06,16-05-2024 22:58,Met,17-05-2024 01:04,Met,17-05-2024 01:04,3,Neutral,Cloud,L2,Saudi Arabia,25.1585,55.5628
Closed,TCKT-188493,Low,Email,Access Request,IT Support,Agent 58,06-06-2024 22:33,07-06-2024 02:33,06-06-2024 23:33,06-06-2024 23:30,Met,07-06-2024 02:18,Met,07-06-2024 02:23,2,Neutral,Network,L3,Kuwait,22.811,53.7838
In Progress,TCKT-188515,Medium,Email,Hardware Failure,IT Support,Agent 69,25-07-2024 19:50,25-07-2024 22:50,25-07-2024 20:35,25-07-2024 20:29,Met,25-07-2024 22:46,Met,25-07-2024 22:49,1,Satisfied,Network,L1,Oman,24.906,50.4271
In Progress,TCKT-188516,Medium,Chat,Access Request,IT Support,Agent 58,21-06-2024 16:00,21-06-2024 19:00,21-06-2024 16:45,21-06-2024 16:37,Met,21-06-2024 18:49,Met,21-06-2024 18:51,3,Satisfied,Cloud,L1,Saudi Arabia,23.6542,52.7569
New,TCKT-188523,Medium,Email,Software Bug,IT Support,Agent 36,09-08-2024 04:13,09-08-2024 07:13,09-08-2024 04:58,09-08-2024 04:52,Met,09-08-2024 08:42,Breached,09-08-2024 07:16,3,Dissatisfied,Cloud,L3,Bahrain,22.7746,54.4091
In Progress,TCKT-188526,Medium,Portal,General Inquiry,IT Support,Agent 55,30-06-2024 03:09,30-06-2024 06:09,30-06-2024 03:54,30-06-2024 03:51,Met,30-06-2024 05:56,Met,30-06-2024 05:57,4,Dissatisfied,Software,L3,Saudi Arabia,25.474,52.0334
Resolved,TCKT-188538,Medium,Portal,General Inquiry,IT Support,Agent 54,21-07-2024 05:27,21-07-2024 08:27,21-07-2024 06:12,21-07-2024 06:04,Met,21-07-2024 09:38,Breached,21-07-2024 08:08,5,Dissatisfied,Network,L2,Saudi Arabia,24.6361,53.753
Open,TCKT-188546,Medium,Portal,Software Bug,IT Support,Agent 44,21-05-2024 12:41,21-05-2024 15:41,21-05-2024 13:26,21-05-2024 13:21,Met,21-05-2024 15:37,Met,21-05-2024 15:42,2,Neutral,Network,L2,Qatar,24.9902,52.577
Closed,TCKT-188554,Medium,Chat,Network Issue,IT Support,Agent 12,24-06-2024 08:49,24-06-2024 11:49,24-06-2024 09:34,24-06-2024 09:28,Met,24-06-2024 13:08,Breached,24-06-2024 11:41,5,Neutral,Cloud,L3,UAE,22.9585,50.7961
Resolved,TCKT-188585,Medium,Email,Access Request,IT Support,Agent 55,23-05-2024 17:28,23-05-2024 20:28,23-05-2024 18:13,23-05-2024 18:12,Met,23-05-2024 20:23,Met,23-05-2024 20:24,2,Satisfied,Hardware,L3,UAE,22.3234,51.3694
Open,TCKT-188603,Medium,Chat,Software Bug,IT Support,Agent 74,20-07-2024 01:15,20-07-2024 04:15,20-07-2024 02:00,20-07-2024 01:54,Met,20-07-2024 05:38,Breached,20-07-2024 04:10,1,Dissatisfied,Cloud,L1,Oman,23.1082,52.4843
Closed,TCKT-188609,Medium,Email,Hardware Failure,IT Support,Agent 66,28-07-2024 09:06,28-07-2024 12:06,28-07-2024 09:51,28-07-2024 09:42,Met,28-07-2024 11:53,Met,28-07-2024 11:53,4,Dissatisfied,Cloud,L3,UAE,24.5249,50.7682
Resolved,TCKT-188636,Low,Email,Access Request,IT Support,Agent 62,29-04-2024 21:47,30-04-2024 01:47,29-04-2024 22:47,29-04-2024 22:44,Met,30-04-2024 01:33,Met,30-04-2024 01:34,1,Very Satisfied,Hardware,L1,Qatar,23.5944,53.9965
New,TCKT-188640,Medium,Phone,General Inquiry,IT Support,Agent 67,19-05-2024 14:21,19-05-2024 17:21,19-05-2024 15:06,19-05-2024 15:02,Met,19-05-2024 18:33,Breached,19-05-2024 17:06,3,Satisfied,Cloud,L2,Qatar,25.0148,54.6642
In Progress,TCKT-188641,Low,Phone,Hardware Failure,IT Support,Agent 41,20-06-2024 08:08,20-06-2024 12:08,20-06-2024 09:08,20-06-2024 09:06,Met,20-06-2024 11:56,Met,20-06-2024 11:57,3,Dissatisfied,Cloud,L2,Qatar,25.8308,51.3634
Closed,TCKT-188644,Medium,Chat,Network Issue,IT Support,Agent 10,07-07-2024 02:07,07-07-2024 05:07,07-07-2024 02:52,07-07-2024 02:49,Met,07-07-2024 04:59,Met,07-07-2024 05:04,4,Neutral,Network,L1,Saudi Arabia,22.1152,52.3786
New,TCKT-188652,Medium,Phone,Network Issue,IT Support,Agent 38,06-08-2024 15:24,06-08-2024 18:24,06-08-2024 16:09,06-08-2024 16:08,Met,06-08-2024 18:15,Met,06-08-2024 18:19,5,Satisfied,Cloud,L3,UAE,23.2939,50.4413
New,TCKT-188653,Medium,Portal,Hardware Failure,IT Support,Agent 32,08-06-2024 09:55,08-06-2024 12:55,08-06-2024 10:40,08-06-2024 10:30,Met,08-06-2024 14:14,Breached,08-06-2024 12:45,5,Satisfied,Network,L1,Bahrain,24.6947,52.029
In Progress,TCKT-188676,Low,Portal,Network Issue,IT Support,Agent 39,10-06-2024 04:38,10-06-2024 08:38,10-06-2024 05:38,10-06-2024 05:38,Met,10-06-2024 08:20,Met,10-06-2024 08:22,5,Very Satisfied,Cloud,L3,Kuwait,24.4995,50.7026
New,TCKT-188697,Low,Phone,Network Issue,IT Support,Agent 32,13-05-2024 06:58,13-05-2024 10:58,13-05-2024 07:58,13-05-2024 07:55,Met,13-05-2024 10:44,Met,13-05-2024 10:47,1,Neutral,Cloud,L3,Saudi Arabia,25.864,55.8612
Closed,TCKT-188708,Low,Chat,Hardware Failure,IT Support,Agent 12,31-05-2024 10:53,31-05-2024 14:53,31-05-2024 11:53,31-05-2024 11:51,Met,31-05-2024 14:47,Met,31-05-2024 14:51,5,Satisfied,Hardware,L2,Saudi Arabia,25.7665,54.1329
New,TCKT-188744,Low,Portal,General Inquiry,IT Support,Agent 32,10-07-2024 03:00,10-07-2024 07:00,10-07-2024 04:00,10-07-2024 03:57,Met,10-07-2024 06:52,Met,10-07-2024 06:54,1,Neutral,Cloud,L1,UAE,24.733,55.6469
Open,TCKT-188754,Medium,Portal,Software Bug,IT Support,Agent 26,10-07-2024 19:00,10-07-2024 22:00,10-07-2024 19:45,10-07-2024 19:40,Met,10-07-2024 21:59,Met,10-07-2024 21:59,2,Satisfied,Software,L1,Bahrain,23.5915,52.47
Resolved,TCKT-188767,Medium,Chat,Access Request,IT Support,Agent 66,11-05-2024 19:33,11-05-2024 22:33,11-05-2024 20:18,11-05-2024 20:09,Met,11-05-2024 22:15,Met,11-05-2024 22:16,5,Satisfied,Cloud,L1,Kuwait,22.5764,50.6946
Resolved,TCKT-188778,Low,Phone,Network Issue,IT Support,Agent 3,20-07-2024 17:05,20-07-2024 21:05,20-07-2024 18:05,20-07-2024 18:00,Met,20-07-2024 20:50,Met,20-07-2024 20:54,3,Very Dissatisfied,Cloud,L2,Kuwait,24.1262,50.2203
In Progress,TCKT-188785,Medium,Chat,General Inquiry,IT Support,Agent 50,02-05-2024 15:33,02-05-2024 18:33,02-05-2024 16:18,02-05-2024 16:08,Met,02-05-2024 19:43,Breached,02-05-2024 18:15,2,Neutral,Cloud,L1,Qatar,24.3369,51.9301
In Progress,TCKT-188801,Medium,Email,Network Issue,IT Support,Agent 33,30-05-2024 12:49,30-05-2024 15:49,30-05-2024 13:34,30-05-2024 13:26,Met,30-05-2024 15:48,Met,30-05-2024 15:48,5,Satisfied,Network,L1,Saudi Arabia,24.488,55.7932
In Progress,TCKT-188823,Low,Chat,General Inquiry,IT Support,Agent 51,03-04-2024 06:03,03-04-2024 10:03,03-04-2024 07:03,03-04-2024 06:54,Met,03-04-2024 09:47,Met,03-04-2024 09:52,2,Satisfied,Software,L3,Qatar,22.9146,50.9279
In Progress,TCKT-188843,Medium,Portal,Software Bug,IT Support,Agent 69,12-07-2024 22:03,13-07-2024 01:03,12-07-2024 22:48,12-07-2024 22:42,Met,13-07-2024 00:51,Met,13-07-2024 00:55,3,Very Dissatisfied,Cloud,L1,UAE,23.7797,51.0754
In Progress,TCKT-188851,Medium,Chat,Access Request,IT Support,Agent 42,07-05-2024 15:01,07-05-2024 18:01,07-05-2024 15:46,07-05-2024 15:39,Met,07-05-2024 17:49,Met,07-05-2024 17:51,4,Very Satisfied,Network,L1,Oman,25.3425,50.2054
Closed,TCKT-188855,Medium,Email,Access Request,IT Support,Agent 48,16-06-2024 01:06,16-06-2024 04:06,16-06-2024 01:51,16-06-2024 01:50,Met,16-06-2024 05:22,Breached,16-06-2024 03:57,5,Neutral,Hardware,L2,Kuwait,25.9696,54.3036
Closed,TCKT-188873,Low,Portal,Access Request,IT Support,Agent 54,19-05-2024 04:22,19-05-2024 08:22,19-05-2024 05:22,19-05-2024 05:17,Met,19-05-2024 08:12,Met,19-05-2024 08:16,1,Neutral,Network,L2,Kuwait,22.6071,50.4962
Resolved,TCKT-188876,Medium,Email,Hardware Failure,IT Support,Agent 27,02-08-2024 06:30,02-08-2024 09:30,02-08-2024 07:15,02-08-2024 07:06,Met,02-08-2024 09:24,Met,02-08-2024 09:27,1,Neutral,Hardware,L3,Saudi Arabia,23.0716,55.3099
Open,TCKT-188904,Medium,Email,Network Issue,IT Support,Agent 76,01-05-2024 01:34,01-05-2024 04:34,01-05-2024 02:19,01-05-2024 02:13,Met,01-05-2024 04:34,Breached,01-05-2024 04:34,1,Neutral,Software,L1,Saudi Arabia,25.1524,52.3084
Closed,TCKT-188906,Medium,Phone,Access Request,IT Support,Agent 79,12-06-2024 06:38,12-06-2024 09:38,12-06-2024 07:23,12-06-2024 07:23,Met,12-06-2024 09:27,Met,12-06-2024 09:29,1,Neutral,Software,L1,Qatar,25.2207,50.3711
New,TCKT-188953,Low,Email,Hardware Failure,IT Support,Agent 64,16-04-2024 04:25,16-04-2024 08:25,16-04-2024 05:25,16-04-2024 05:23,Met,16-04-2024 08:18,Met,16-04-2024 08:21,4,Very Dissatisfied,Hardware,L1,Kuwait,25.129,51.7181
Open,TCKT-188956,Low,Chat,General Inquiry,IT Support,Agent 8,19-07-2024 04:59,19-07-2024 08:59,19-07-2024 05:59,19-07-2024 05:51,Met,19-07-2024 08:43,Met,19-07-2024 08:46,2,Satisfied,Network,L2,UAE,25.6146,53.0648
New,TCKT-188958,Medium,Phone,Access Request,IT Support,Agent 72,05-04-2024 09:17,05-04-2024 12:17,05-04-2024 10:02,05-04-2024 09:59,Met,05-04-2024 12:03,Met,05-04-2024 12:03,5,Dissatisfied,Software,L3,Oman,24.9669,51.7456
Open,TCKT-188988,Low,Phone,Software Bug,IT Support,Agent 74,01-07-2024 17:55,01-07-2024 21:55,01-07-2024 18:55,01-07-2024 18:49,Met,01-07-2024 21:53,Met,01-07-2024 21:53,2,Neutral,Hardware,L2,Saudi Arabia,23.4609,51.0677
Closed,TCKT-188998,Medium,Chat,Access Request,IT Support,Agent 2,09-06-2024 21:45,10-06-2024 00:45,09-06-2024 22:30,09-06-2024 22:20,Met,10-06-2024 00:37,Met,10-06-2024 00:38,3,Very Satisfied,Network,L3,Kuwait,25.3696,52.8772
Open,TCKT-189013,Low,Chat,Hardware Failure,IT Support,Agent 28,09-08-2024 21:46,10-08-2024 01:46,09-08-2024 22:46,09-08-2024 22:39,Met,10-08-2024 01:40,Met,10-08-2024 01:41,1,Satisfied,Software,L3,Saudi Arabia,25.0008,54.289
Closed,TCKT-189014,Medium,Phone,Hardware Failure,IT Support,Agent 71,04-05-2024 07:11,04-05-2024 10:11,04-05-2024 07:56,04-05-2024 07:53,Met,04-05-2024 10:08,Met,04-05-2024 10:12,1,Satisfied,Network,L2,Bahrain,24.8929,53.5089
In Progress,TCKT-189017,Medium,Chat,Hardware Failure,IT Support,Agent 49,15-07-2024 00:46,15-07-2024 03:46,15-07-2024 01:31,15-07-2024 01:29,Met,15-07-2024 05:14,Breached,15-07-2024 03:44,3,Neutral,Hardware,L2,Qatar,23.7962,52.0044
New,TCKT-189034,Medium,Chat,Software Bug,IT Support,Agent 44,24-04-2024 19:18,24-04-2024 22:18,24-04-2024 20:03,24-04-2024 20:02,Met,24-04-2024 22:05,Met,24-04-2024 22:06,5,Neutral,Software,L3,UAE,25.1752,52.3859
Closed,TCKT-189042,Low,Phone,Access Request,IT Support,Agent 13,30-04-2024 00:16,30-04-2024 04:16,30-04-2024 01:16,30-04-2024 01:14,Met,30-04-2024 04:11,Met,30-04-2024 04:11,2,Satisfied,Hardware,L3,Qatar,22.7053,55.6612
Resolved,TCKT-189044,Medium,Phone,Hardware Failure,IT Support,Agent 53,14-05-2024 02:17,14-05-2024 05:17,14-05-2024 03:02,14-05-2024 02:53,Met,14-05-2024 04:58,Met,14-05-2024 05:01,3,Dissatisfied,Network,L1,Bahrain,24.6226,52.0706
Resolved,TCKT-189051,Medium,Phone,General Inquiry,IT Support,Agent 5,04-06-2024 06:42,04-06-2024 09:42,04-06-2024 07:27,04-06-2024 07:22,Met,04-06-2024 09:38,Met,04-06-2024 09:43,4,Neutral,Software,L3,Kuwait,24.1141,51.6317
Resolved,TCKT-189066,Low,Portal,Hardware Failure,IT Support,Agent 16,17-04-2024 03:46,17-04-2024 07:46,17-04-2024 04:46,17-04-2024 04:46,Met,17-04-2024 07:42,Met,17-04-2024 07:44,4,Neutral,Network,L1,UAE,22.7401,53.8798
Closed,TCKT-189074,Medium,Portal,Software Bug,IT Support,Agent 43,29-05-2024 02:09,29-05-2024 05:09,29-05-2024 02:54,29-05-2024 02:50,Met,29-05-2024 05:06,Met,29-05-2024 05:08,2,Very Dissatisfied,Hardware,L1,Oman,25.5365,55.8258
Resolved,TCKT-189081,Low,Portal,Access Request,IT Support,Agent 57,03-05-2024 12:30,03-05-2024 16:30,03-05-2024 13:30,03-05-2024 13:30,Met,03-05-2024 16:18,Met,03-05-2024 16:18,3,Satisfied,Hardware,L2,Kuwait,25.9743,50.8946
Closed,TCKT-189096,Low,Chat,Hardware Failure,IT Support,Agent 17,02-08-2024 08:16,02-08-2024 12:16,02-08-2024 09:16,02-08-2024 09:12,Met,02-08-2024 12:02,Met,02-08-2024 12:05,4,Dissatisfied,Network,L2,Oman,24.9959,50.8956
Closed,TCKT-189101,Low,Portal,General Inquiry,IT Support,Agent 53,04-04-2024 23:19,05-04-2024 03:19,05-04-2024 00:19,05-04-2024 00:14,Met,05-04-2024 03:03,Met,05-04-2024 03:04,3,Satisfied,Network,L2,Kuwait,23.7228,51.651
Resolved,TCKT-189107,Medium,Phone,Network Issue,IT Support,Agent 61,13-06-2024 15:44,13-06-2024 18:44,13-06-2024 16:29,13-06-2024 16:23,Met,13-06-2024 18:32,Met,13-06-2024 18:34,5,Neutral,Software,L3,UAE,24.2204,54.9874
Closed,TCKT-189109,Low,Phone,General Inquiry,IT Support,Agent 54,06-04-2024 22:30,07-04-2024 02:30,06-04-2024 23:30,06-04-2024 23:27,Met,07-04-2024 02:28,Met,07-04-2024 02:31,5,Very Dissatisfied,Hardware,L1,Oman,23.0235,50.7335
